,political instability,geopolitical factors,currency fluctuations,investment demand,supply demand,industrial demand,natural disasters,date
241,0.7878888,0.74692106,0.64327276,0.64465344,0.68944114,0.68290484,1.0000001,2020-03-14
242,0.74044144,0.6969254,0.57035506,0.62054884,0.648301,0.65248716,0.99999994,2019-11-23
243,0.7383697,0.6883685,0.6020924,0.60579336,0.6466954,0.6325245,0.9999999,2020-02-15
244,0.787387,0.74143916,0.64209604,0.65452754,0.68435943,0.68059593,0.99999994,2020-03-13
245,0.73901886,0.6931287,0.58512574,0.6203957,0.6787784,0.66972315,1.0,2020-02-21
246,0.734185,0.6873605,0.58132935,0.6013908,0.6336279,0.6255783,1.0,2020-01-19
247,0.7603102,0.7217077,0.61153555,0.62756944,0.6650856,0.6639567,0.99999976,2019-11-26
248,0.7146814,0.6784259,0.5721156,0.6060576,0.6413733,0.618132,1.0,2020-02-10
249,0.7814817,0.73561525,0.61993253,0.6328958,0.67804724,0.67236006,0.9999999,2020-03-12
250,0.75221646,0.7111581,0.60639036,0.6230758,0.66770756,0.6512136,1.0000001,2019-11-25
251,0.7841063,0.7360045,0.600641,0.61892354,0.6639738,0.65196776,1.0000002,2019-11-24
252,0.75766826,0.7143742,0.59469736,0.5746131,0.6209489,0.61202884,1.0000001,2020-03-15
253,0.7408577,0.69724834,0.5747993,0.5910754,0.6426934,0.6497178,1.0,2020-03-14
254,0.7451399,0.6976855,0.60527945,0.5895623,0.64467776,0.6434713,1.0,2019-11-23
255,0.73066187,0.6927516,0.59862494,0.6007949,0.63815296,0.62497115,1.0,2020-02-15
256,0.74529463,0.7031587,0.58922553,0.5866426,0.63336337,0.63617826,1.0,2020-03-13
257,0.74274194,0.7042695,0.5657535,0.60602176,0.637107,0.6494661,1.0,2020-02-21
258,0.75745535,0.7108334,0.60297847,0.601879,0.6484361,0.6453968,1.0,2020-01-19
259,0.7459425,0.715067,0.60491824,0.60734594,0.66604114,0.6588509,0.9999999,2019-11-26
260,0.7449156,0.69680333,0.5965481,0.6020493,0.6449752,0.6514149,0.99999994,2020-02-10
261,0.7544317,0.7128919,0.62551904,0.62521106,0.654759,0.6525853,1.0,2020-03-12
262,0.7192186,0.67516756,0.57953215,0.60339,0.64440477,0.61555433,1.0,2019-11-25
263,0.7618715,0.72015285,0.59991384,0.6093534,0.6498927,0.64994407,0.99999994,2019-11-24
264,0.7855451,0.7415683,0.65868527,0.6620147,0.6949599,0.6964003,0.99999994,2020-03-15
265,0.7806165,0.73599136,0.63687974,0.62969995,0.6811302,0.66992676,1.0,2020-03-14
266,0.7382772,0.6957023,0.5757458,0.5896878,0.6429235,0.639465,1.0,2019-11-23
267,0.7517077,0.7069588,0.596501,0.6105478,0.6681045,0.64878845,0.99999994,2020-02-15
268,0.77959675,0.73744124,0.6341605,0.6417589,0.682168,0.6717815,0.9999999,2020-03-13
269,0.7712046,0.7326602,0.63251036,0.6376635,0.68032205,0.6898196,1.0000001,2020-02-21
270,0.7257892,0.6884198,0.57327086,0.5899272,0.6283634,0.63761985,1.0,2020-01-19
271,0.76431614,0.7181572,0.6315862,0.6328238,0.678601,0.67695445,1.0,2019-11-26
272,0.7254611,0.6826258,0.5849662,0.5889611,0.6482482,0.627508,1.0,2020-02-10
273,0.7466585,0.70398563,0.5946803,0.58030707,0.62780523,0.6307569,1.0000001,2020-03-12
